# cycle i_ni i_router o_ni o_router vnet flit
289 8 8 30 12 1 8
289 12 12 33 15 0 8
289 15 15 19 1 0 8
289 15 15 19 1 1 8
289 1 1 25 7 0 8
289 7 7 28 10 0 8
289 7 7 28 10 1 8
289 10 10 21 3 0 8
289 10 10 29 11 1 8
289 3 3 29 11 0 8
297 13 13 18 0 0 8
297 13 13 24 6 1 8
297 0 0 24 6 0 8
297 6 6 23 5 0 8
297 6 6 34 16 1 8
297 16 16 23 5 0 8
297 5 5 27 9 0 8
297 9 9 20 2 0 8
297 9 9 32 14 1 8
297 14 14 20 2 0 8
297 2 2 35 17 0 8
297 2 2 26 8 1 8
297 17 17 20 2 0 8
297 8 8 33 15 0 8
297 8 8 30 12 1 8
297 12 12 33 15 0 8
297 15 15 19 1 0 8
297 15 15 19 1 1 8
297 1 1 25 7 0 8
297 7 7 28 10 0 8
297 7 7 28 10 1 8
297 10 10 21 3 0 8
297 10 10 29 11 1 8
297 3 3 29 11 0 8
305 13 13 18 0 0 8
305 13 13 24 6 1 8
305 0 0 24 6 0 8
305 6 6 23 5 0 8
305 6 6 34 16 1 8
305 16 16 23 5 0 8
305 5 5 27 9 0 8
305 9 9 20 2 0 8
305 9 9 32 14 1 8
305 14 14 20 2 0 8
305 2 2 35 17 0 8
305 2 2 26 8 1 8
305 17 17 20 2 0 8
305 8 8 33 15 0 8
305 8 8 30 12 1 8
305 12 12 33 15 0 8
305 15 15 19 1 0 8
305 15 15 19 1 1 8
305 1 1 25 7 0 8
305 7 7 28 10 0 8
305 7 7 28 10 1 8
305 10 10 21 3 0 8
305 10 10 29 11 1 8
305 3 3 29 11 0 8
313 13 13 18 0 0 8
313 13 13 24 6 1 8
313 0 0 24 6 0 8
313 6 6 23 5 0 8
313 6 6 34 16 1 8
313 16 16 23 5 0 8
313 5 5 27 9 0 8
313 9 9 20 2 0 8
313 9 9 32 14 1 8
313 14 14 20 2 0 8
313 2 2 35 17 0 8
313 2 2 26 8 1 8
313 17 17 20 2 0 8
313 8 8 33 15 0 8
313 8 8 30 12 1 8
313 12 12 33 15 0 8
313 15 15 19 1 0 8
313 15 15 19 1 1 8
313 1 1 25 7 0 8
313 7 7 28 10 0 8
313 7 7 28 10 1 8
313 10 10 21 3 0 8
313 10 10 29 11 1 8
313 3 3 29 11 0 8
321 13 13 18 0 0 8
321 13 13 24 6 1 8
321 0 0 24 6 0 8
321 6 6 23 5 0 8
321 6 6 34 16 1 8
321 16 16 23 5 0 8
321 5 5 27 9 0 8
321 9 9 20 2 0 8
321 9 9 32 14 1 8
321 14 14 20 2 0 8
321 2 2 35 17 0 8
321 2 2 26 8 1 8
321 17 17 20 2 0 8
321 8 8 33 15 0 8
321 8 8 30 12 1 8
321 12 12 33 15 0 8
