chiplet_1,300.0,374.76833011788506,353.91436226588365,336.39698753940945,368.74614221659704,370.9615447941294,389.2010304999082,378.9264691710575,441.99298662960507,383.86305968685366,376.6081270320744
chiplet_11,300.0,318.2553980605309,361.45002622151856,320.7740867816644,361.1160887627776,377.66894045539823,373.9833298441264,404.52758244664807,351.25203144194944,340.1148224200663,334.11539238128637
chiplet_21,300.0,314.92410039255196,323.20515046012054,316.7992600316894,329.11561182693,316.0128142124623,313.99589829591673,314.3934666468024,310.7017241004326,309.5473507082531,308.8440157101825
chiplet_31,300.0,300.81576235583844,310.84598972737354,310.4832045195909,319.29414369307915,311.30097600806664,309.90975067962745,310.67131457280624,307.16736564050234,306.19578299027523,305.6483135912727
chiplet_41,300.0,323.50105182224036,310.0309457597649,356.9695059404493,334.7514885085756,321.67714625740956,318.00301231409287,317.3282557877676,312.89407435264565,311.2767149569269,310.25382156985177
chiplet_51,300.0,309.81235459783227,305.487593530804,314.31769689129226,311.2961253678561,309.42832221387386,308.75384031874387,309.84756040121556,306.5212813839435,305.642507521209,305.14950907629486
chiplet_61,300.0,343.81903109643184,313.20472495243484,317.73388066706116,315.74809187631206,312.8193364568665,311.43664585017694,312.1681400635565,308.5857590282028,307.50911074366707,306.8528797007136
chiplet_71,300.0,311.9422495744269,305.8390078384622,308.56502198977233,306.65441801515146,307.68827684587563,307.2241514409877,308.5648765751013,305.3941019826624,304.6223265489294,304.2054685955073
chiplet_81,300.0,323.64325993970795,321.21828062425425,310.65095765880613,307.44087161784665,306.0930160156631,305.6807932548762,304.9539358545649,305.8235134012192,305.0639380402948,304.88327875906555
chiplet_91,300.0,323.2903466252588,307.84988883082855,306.7886818975091,309.8272150526364,311.2857561258077,311.8299724174151,312.9275555782538,313.6217943252407,309.3098447012274,308.4625082517811
chiplet_2,300.0,325.3686176537663,309.67291321472277,320.2315033098282,321.67182216721494,322.7203723192765,327.0796865213675,324.981709500006,342.41906611786766,327.1247930226636,325.4647309122022
chiplet_12,300.0,301.61316338632383,324.6008866680612,309.94064256691064,323.5891791857508,324.5971480632897,324.11937548444496,332.16559913272727,317.9623989571054,315.01308999916176,313.48981629483745
chiplet_22,300.0,302.37088425866995,314.7795141453243,308.12766302178443,315.5403228223132,310.1866759631822,309.49079369175985,310.6289414003509,307.3954394135001,306.6070555525121,306.19428331090865
chiplet_32,300.0,301.1496627708677,308.5452216265532,319.09611357513705,312.14829263645026,312.6251256345262,312.9326363881334,313.83378883025415,314.4573796119742,310.36895210014575,309.59822794954255
