# cycle i_ni i_router o_ni o_router vnet flit
33 37 37 198 78 1 8
33 78 78 213 93 0 8
33 93 93 188 68 0 8
33 93 93 173 53 1 8
33 68 68 173 53 0 8
33 53 53 190 70 0 8
33 53 53 211 91 1 8
33 53 53 230 110 1 8
33 53 53 150 30 1 8
33 70 70 231 111 0 8
33 111 111 173 53 0 8
33 91 91 172 52 0 8
33 52 52 173 53 0 8
33 110 110 150 30 0 8
33 30 30 128 8 0 8
33 8 8 161 41 0 8
33 8 8 165 45 1 8
33 41 41 165 45 0 8
33 45 45 171 51 0 8
33 45 45 185 65 1 8
33 45 45 154 34 1 8
33 51 51 216 96 0 8
33 96 96 165 45 0 8
33 65 65 154 34 0 8
33 34 34 131 11 0 8
33 34 34 138 18 1 8
33 34 34 121 1 1 8
33 11 11 120 0 0 8
33 0 0 154 34 0 8
33 18 18 121 1 0 8
33 1 1 162 42 0 8
33 1 1 142 22 1 8
33 22 22 162 42 0 8
33 42 42 201 81 0 8
33 42 42 225 105 1 8
33 42 42 217 97 1 8
33 42 42 220 100 1 8
33 42 42 144 24 1 8
33 42 42 167 47 1 8
33 81 81 176 56 0 8
33 56 56 162 42 0 8
33 105 105 174 54 0 8
33 54 54 162 42 0 8
33 97 97 178 58 0 8
33 58 58 162 42 0 8
33 100 100 237 117 0 8
33 117 117 162 42 0 8
33 24 24 167 47 0 8
33 47 47 227 107 0 8
33 47 47 155 35 1 8
33 107 107 202 82 0 8
33 82 82 155 35 0 8
33 35 35 158 38 0 8
33 35 35 158 38 1 8
33 38 38 186 66 0 8
33 38 38 239 119 1 8
33 119 119 186 66 0 8
33 66 66 183 63 0 8
33 66 66 193 73 1 8
33 73 73 183 63 0 8
33 63 63 136 16 0 8
33 16 16 133 13 0 8
33 13 13 183 63 0 8
41 28 28 191 71 0 8
41 28 28 139 19 1 8
41 71 71 139 19 0 8
41 19 19 224 104 0 8
41 19 19 180 60 1 8
41 104 104 163 43 0 8
41 43 43 180 60 0 8
41 60 60 126 6 0 8
41 60 60 160 40 1 8
41 60 60 236 116 1 8
41 60 60 169 49 1 8
41 6 6 180 60 0 8
41 40 40 192 72 0 8
41 72 72 180 60 0 8
41 49 49 236 116 0 8
41 116 116 196 76 0 8
41 116 116 203 83 1 8
41 76 76 203 83 0 8
41 83 83 135 15 0 8
41 15 15 197 77 0 8
41 15 15 209 89 1 8
41 77 77 209 89 0 8
41 89 89 170 50 0 8
41 89 89 208 88 1 8
41 89 89 218 98 1 8
41 50 50 122 2 0 8
41 2 2 209 89 0 8
41 88 88 218 98 0 8
41 98 98 214 94 0 8
41 98 98 232 112 1 8
41 94 94 228 108 0 8
41 108 108 232 112 0 8
41 112 112 151 31 0 8
41 112 112 175 55 1 8
41 112 112 166 46 1 8
41 31 31 232 112 0 8
41 46 46 175 55 0 8
41 55 55 179 59 0 8
41 55 55 226 106 1 8
41 59 59 226 106 0 8
41 106 106 233 113 0 8
41 106 106 156 36 1 8
41 113 113 205 85 0 8
41 85 85 156 36 0 8
41 36 36 199 79 0 8
41 36 36 199 79 1 8
41 79 79 207 87 0 8
41 79 79 130 10 1 8
41 87 87 130 10 0 8
41 10 10 146 26 0 8
41 10 10 143 23 1 8
41 26 26 137 17 0 8
41 17 17 143 23 0 8
41 23 23 222 102 0 8
41 23 23 222 102 1 8
41 102 102 177 57 0 8
41 57 57 164 44 0 8
41 44 44 153 33 0 8
41 44 44 153 33 1 8
41 33 33 187 67 0 8
41 33 33 204 84 1 8
41 67 67 204 84 0 8
41 84 84 152 32 0 8
41 84 84 229 109 1 8
41 84 84 168 48 1 8
41 32 32 194 74 0 8
41 74 74 204 84 0 8
41 109 109 184 64 0 8
41 64 64 168 48 0 8
41 48 48 132 12 0 8
41 48 48 123 3 1 8
